,id,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_value
13800,33068531,Bushwick,Shared room,2,2.0,1.0,45.0,30,322,0,,,
13801,33041660,Upper East Side,Private room,2,2.0,1.0,115.0,1,79,8,88.0,9.0,9.0
13802,33007551,Roosevelt Island,Private room,1,1.0,1.0,80.0,7,214,0,,,
13803,32845331,Bedford-Stuyvesant,Entire home/apt,4,1.0,0.0,90.0,1,62,5,100.0,10.0,10.0
13804,29095984,Upper East Side,Entire home/apt,4,1.0,2.0,199.0,20,322,0,,,
13805,28895817,Bedford-Stuyvesant,Private room,2,2.0,1.0,67.0,2,325,27,84.0,9.0,9.0
13806,28841873,Hell's Kitchen,Entire home/apt,5,1.0,2.0,154.0,30,294,0,,,
13807,28758148,Chelsea,Entire home/apt,3,1.0,0.0,220.0,2,1,26,97.0,10.0,10.0
13808,28715332,Tribeca,Entire home/apt,4,1.0,2.0,499.0,3,259,6,100.0,10.0,9.0
13809,28711792,East Village,Private room,2,1.0,1.0,85.0,2,213,18,97.0,10.0,10.0
13810,21161707,East Village,Private room,2,1.0,1.0,71.0,2,109,99,98.0,10.0,10.0
13811,20926888,Bedford-Stuyvesant,Entire home/apt,8,2.5,3.0,370.0,5,187,20,91.0,10.0,9.0
13812,20915427,Mill Basin,Entire home/apt,2,1.0,0.0,250.0,1,362,2,100.0,10.0,10.0
13813,20826507,Upper East Side,Entire home/apt,4,1.0,2.0,243.0,30,365,0,,,
13814,20783811,Chelsea,Entire home/apt,2,1.0,0.0,435.0,3,0,3,87.0,9.0,8.0
13815,20755500,Bedford-Stuyvesant,Entire home/apt,2,1.0,1.0,200.0,4,0,2,100.0,10.0,10.0
13816,20575645,Whitestone,Entire home/apt,5,2.0,2.0,250.0,2,245,6,100.0,10.0,10.0
13817,20438015,Upper West Side,Entire home/apt,5,1.5,2.0,250.0,2,0,2,100.0,10.0,10.0
13818,20325974,SoHo,Entire home/apt,3,1.0,1.0,157.0,4,27,126,95.0,10.0,10.0
13819,20320826,Bedford-Stuyvesant,Private room,2,1.0,1.0,120.0,30,0,4,100.0,10.0,10.0
13820,20303629,East Village,Entire home/apt,2,1.0,2.0,200.0,2,116,40,98.0,10.0,10.0
13821,20269650,Hell's Kitchen,Entire home/apt,8,1.0,2.0,300.0,1,233,122,93.0,9.0,9.0
13822,20167684,Midtown,Private room,4,1.5,1.0,349.0,1,344,4,100.0,10.0,10.0
13823,20134851,Bushwick,Entire home/apt,3,1.0,1.0,165.0,4,0,11,100.0,10.0,10.0
13824,20091705,Hell's Kitchen,Entire home/apt,5,1.0,2.0,200.0,30,365,2,90.0,9.0,9.0
13825,11514023,Upper West Side,Private room,2,1.0,1.0,60.0,3,0,2,100.0,10.0,10.0
13826,11456047,Elmhurst,Private room,1,1.0,1.0,100.0,1,0,0,,,
13827,11156579,Midtown,Entire home/apt,3,1.0,0.0,175.0,30,364,1,,,
13828,3463385,Upper East Side,Private room,2,1.0,1.0,95.0,1,209,196,93.0,10.0,10.0
13829,3083197,East Village,Entire home/apt,8,3.5,4.0,950.0,3,61,39,98.0,10.0,9.0
13830,3068852,Upper East Side,Entire home/apt,2,1.0,1.0,108.0,30,123,7,100.0,10.0,9.0
13831,2936517,Carroll Gardens,Entire home/apt,5,1.0,2.0,180.0,1,124,174,94.0,10.0,9.0
13832,30348979,Upper West Side,Entire home/apt,4,1.0,0.0,200.0,2,49,11,89.0,9.0,9.0
13833,30348636,Allerton,Private room,3,1.5,1.0,35.0,2,283,15,92.0,9.0,10.0
13834,30287701,Elmhurst,Private room,1,1.0,1.0,27.0,4,0,0,,,
13835,30212514,Hell's Kitchen,Private room,4,1.0,1.0,199.0,1,236,7,77.0,8.0,7.0
13836,30161460,Hell's Kitchen,Private room,4,1.0,1.0,199.0,1,215,17,88.0,9.0,9.0
13837,30130483,Hell's Kitchen,Entire home/apt,5,1.0,1.0,269.0,4,63,3,100.0,10.0,10.0
13838,30128919,Chelsea,Entire home/apt,3,1.0,1.0,250.0,3,0,2,90.0,10.0,10.0
13839,30112272,Midtown,Entire home/apt,7,2.0,3.0,206.0,30,96,2,90.0,10.0,9.0
13840,30090184,East Harlem,Entire home/apt,2,1.0,0.0,134.0,6,55,2,100.0,10.0,10.0
13841,28344470,Long Island City,Entire home/apt,4,1.0,2.0,134.0,2,170,6,73.0,7.0,7.0
13842,28313266,Bushwick,Private room,1,1.0,1.0,100.0,1,88,2,100.0,9.0,9.0
13843,28287064,East Village,Entire home/apt,3,1.0,1.0,345.0,2,291,29,99.0,10.0,10.0
13844,27903095,Flushing,Private room,2,1.0,1.0,39.0,1,48,18,94.0,10.0,9.0
13845,27725029,East Harlem,Private room,2,1.0,1.0,110.0,1,157,23,100.0,10.0,10.0
13846,27723558,Bedford-Stuyvesant,Private room,2,2.0,1.0,60.0,2,345,22,78.0,8.0,9.0
13847,27546295,Hell's Kitchen,Private room,1,2.0,1.0,55.0,7,358,0,,,
13848,27465935,Bushwick,Entire home/apt,2,1.0,1.0,100.0,1,0,1,100.0,10.0,10.0
13849,27432384,Boerum Hill,Entire home/apt,3,1.0,1.0,130.0,1,16,4,100.0,10.0,10.0
13850,27304339,Flushing,Private room,4,1.0,1.0,73.0,1,313,17,93.0,9.0,9.0
13851,27285454,Woodhaven,Private room,2,1.0,1.0,80.0,3,337,4,95.0,10.0,10.0
13852,27203985,Bedford-Stuyvesant,Private room,2,2.0,1.0,43.0,30,72,0,,,
13853,27169890,East Harlem,Entire home/apt,9,1.0,2.0,185.0,1,289,17,77.0,9.0,7.0
13854,27139072,Bedford-Stuyvesant,Private room,2,1.0,1.0,150.0,3,160,29,98.0,10.0,10.0
13855,27108423,East Village,Entire home/apt,5,1.0,2.0,275.0,2,297,36,94.0,10.0,9.0
13856,27026872,East Flatbush,Private room,2,1.0,1.0,51.0,1,88,29,88.0,9.0,9.0
13857,26789136,Bedford-Stuyvesant,Private room,10,1.0,3.0,170.0,20,102,3,50.0,7.0,8.0
13858,26769087,Upper West Side,Private room,2,1.0,1.0,150.0,1,0,4,100.0,10.0,9.0
13859,26640189,Bedford-Stuyvesant,Private room,1,1.0,1.0,66.0,1,0,3,100.0,10.0,10.0
13860,26565864,East Village,Entire home/apt,2,1.0,1.0,229.0,2,22,7,80.0,9.0,8.0
13861,26296629,Dyker Heights,Private room,3,1.0,1.0,99.0,2,178,1,100.0,10.0,10.0
13862,26260516,Little Italy,Private room,2,1.0,1.0,91.0,3,0,35,98.0,10.0,9.0
13863,26167357,Bushwick,Entire home/apt,2,1.0,1.0,50.0,4,156,1,,,
13864,25838290,Clifton,Private room,4,1.0,1.0,45.0,1,88,0,,,
13865,25710052,Bushwick,Private room,2,1.0,1.0,60.0,1,0,5,92.0,9.0,9.0
13866,25493355,Upper West Side,Entire home/apt,4,1.0,1.0,149.0,1,205,50,95.0,10.0,10.0
13867,25325029,Bushwick,Private room,2,1.0,1.0,150.0,2,0,20,97.0,10.0,10.0
13868,25278711,Hell's Kitchen,Private room,2,1.0,1.0,156.0,7,290,4,85.0,9.0,9.0
13869,25267961,Hell's Kitchen,Entire home/apt,3,1.0,1.0,230.0,30,365,2,80.0,10.0,6.0
13870,25257443,East Village,Entire home/apt,2,1.0,1.0,165.0,1,80,59,100.0,10.0,10.0
13871,25134311,East Harlem,Entire home/apt,6,1.0,2.0,250.0,2,254,37,86.0,10.0,9.0
13872,25085701,Midtown,Entire home/apt,3,1.0,1.0,300.0,2,0,20,100.0,10.0,9.0
13873,25031387,Kingsbridge,Entire home/apt,6,1.0,2.0,399.0,1,341,20,89.0,9.0,9.0
13874,25031182,Lower East Side,Private room,2,1.0,1.0,65.0,7,0,9,95.0,10.0,9.0
13875,24833117,East Harlem,Entire home/apt,4,1.0,2.0,250.0,2,52,19,92.0,10.0,9.0
13876,24824868,Port Morris,Private room,1,2.0,1.0,55.0,30,276,1,80.0,10.0,6.0
13877,24821389,Bushwick,Private room,2,1.0,1.0,85.0,3,365,0,,,
13878,24283298,Bedford-Stuyvesant,Entire home/apt,2,1.0,1.0,130.0,30,290,6,100.0,10.0,10.0
13879,33910920,Bedford-Stuyvesant,Private room,1,2.0,4.0,35.0,30,57,0,,,
13880,33901138,Bedford-Stuyvesant,Private room,3,2.0,1.0,81.0,2,151,1,100.0,10.0,10.0
13881,33833257,Bedford-Stuyvesant,Private room,4,2.0,1.0,60.0,1,48,2,90.0,10.0,9.0
13882,33745548,Chelsea,Private room,1,1.0,9.0,99.0,1,236,0,,,
13883,33682439,Belmont,Private room,2,1.0,0.0,50.0,1,75,2,80.0,10.0,10.0
13884,33655292,Upper West Side,Private room,1,1.0,1.0,66.0,1,32,1,,,
13885,33597937,Hell's Kitchen,Private room,4,1.0,1.0,148.0,1,145,5,100.0,10.0,10.0
13886,33571691,Allerton,Entire home/apt,5,1.0,2.0,100.0,2,180,0,,,
13887,33531957,Chelsea,Private room,1,1.0,1.0,138.0,3,35,0,,,
13888,33431978,East Harlem,Shared room,1,1.0,1.0,45.0,1,89,4,100.0,10.0,10.0
13889,3979611,Roosevelt Island,Entire home/apt,4,1.0,1.0,,90,88,31,86.0,9.0,8.0
13890,3715824,East Village,Entire home/apt,2,1.0,0.0,129.0,2,124,174,97.0,10.0,10.0
13891,3629381,Upper East Side,Entire home/apt,4,1.0,1.0,250.0,7,0,3,90.0,10.0,9.0
13892,3540722,East Village,Entire home/apt,2,1.0,0.0,145.0,1,0,358,93.0,10.0,9.0
13893,3465651,Eltingville,Private room,3,1.0,1.0,65.0,1,176,136,97.0,10.0,10.0
13894,3400359,Allerton,Private room,1,1.5,1.0,45.0,3,239,112,93.0,10.0,10.0
13895,3268008,West Village,Entire home/apt,2,1.0,0.0,200.0,4,310,42,98.0,10.0,10.0
13896,3241858,Upper East Side,Entire home/apt,2,1.0,1.0,200.0,4,7,96,95.0,10.0,9.0
13897,3238109,Flatbush,Private room,1,1.0,1.0,180.0,1,0,0,,,
13898,21444943,Flatbush,Private room,2,1.0,1.0,60.0,2,0,2,100.0,10.0,10.0
13899,21434285,Midtown,Entire home/apt,2,1.0,1.0,350.0,2,178,0,,,
13900,21404524,Bushwick,Entire home/apt,8,1.0,3.0,299.0,2,0,8,100.0,10.0,9.0
13901,21322742,Midtown,Private room,2,1.0,1.0,180.0,2,0,0,,,
13902,21178032,Flushing,Private room,2,1.0,1.0,60.0,2,90,23,96.0,10.0,10.0
13903,21139389,Murray Hill,Entire home/apt,6,1.5,2.0,250.0,30,343,3,100.0,10.0,10.0
13904,21138760,Murray Hill,Entire home/apt,3,1.0,1.0,197.0,30,346,5,96.0,9.0,10.0
13905,30511873,Hell's Kitchen,Entire home/apt,2,1.0,1.0,130.0,4,0,2,100.0,10.0,10.0
13906,30483778,Hell's Kitchen,Private room,2,1.0,0.0,69.0,10,0,0,,,
13907,30477870,Bedford-Stuyvesant,Entire home/apt,4,1.0,0.0,99.0,3,119,11,95.0,10.0,9.0
13908,30475015,Bushwick,Private room,4,1.0,1.0,50.0,2,9,2,100.0,10.0,10.0
13909,30430235,Hell's Kitchen,Private room,2,1.0,1.0,179.0,1,352,13,91.0,9.0,8.0
13910,30394203,Chelsea,Entire home/apt,2,1.0,1.0,371.0,30,284,0,,,
13911,30393896,Tribeca,Entire home/apt,2,1.0,0.0,317.0,30,312,0,,,
13912,30393836,Chelsea,Entire home/apt,2,1.0,0.0,311.0,30,170,1,100.0,10.0,10.0
13913,30393759,West Village,Entire home/apt,2,1.0,0.0,324.0,30,245,0,,,
13914,30393583,Chelsea,Entire home/apt,2,1.0,1.0,333.0,30,293,0,,,
13915,30388841,Chelsea,Entire home/apt,2,1.0,0.0,304.0,30,92,0,,,
13916,30354041,Elmhurst,Private room,1,2.0,1.0,34.0,28,328,0,,,
13917,30347099,Greenwich Village,Entire home/apt,2,1.0,1.0,350.0,3,0,1,100.0,10.0,10.0
13918,30269789,Inwood,Private room,2,1.0,1.0,65.0,4,0,1,100.0,10.0,10.0
13919,30234593,East Flatbush,Private room,1,1.0,1.0,38.0,2,349,4,95.0,10.0,10.0
13920,30225205,Allerton,Private room,4,1.0,1.0,60.0,2,363,1,100.0,10.0,10.0
13921,30205007,East Village,Entire home/apt,2,1.0,1.0,100.0,2,149,4,100.0,10.0,10.0
13922,30199622,Midtown,Private room,2,1.0,1.0,90.0,1,16,20,96.0,10.0,9.0
13923,30066865,Cypress Hills,Entire home/apt,6,1.0,2.0,150.0,3,107,7,80.0,9.0,8.0
13924,3191450,Flatbush,Private room,2,1.0,1.0,60.0,3,0,4,90.0,10.0,10.0
13925,3139918,Boerum Hill,Entire home/apt,2,1.0,1.0,150.0,3,0,53,98.0,10.0,10.0
13926,2856770,East Harlem,Entire home/apt,8,2.0,3.0,650.0,2,279,60,91.0,10.0,9.0
13927,2683455,Long Island City,Entire home/apt,9,1.5,4.0,155.0,3,0,4,95.0,10.0,10.0
13928,2619549,Upper East Side,Entire home/apt,4,1.0,2.0,145.0,30,308,1,100.0,10.0,10.0
13929,2551532,Bedford-Stuyvesant,Entire home/apt,6,1.0,2.0,176.0,3,298,159,93.0,10.0,9.0
13930,2460303,Park Slope,Entire home/apt,2,1.0,1.0,175.0,5,0,1,97.0,10.0,10.0
13931,2383233,Bedford-Stuyvesant,Entire home/apt,6,1.0,2.0,175.0,27,130,0,,,
13932,2255340,Greenwich Village,Entire home/apt,4,1.0,2.0,289.0,3,241,37,96.0,10.0,9.0
13933,2122613,West Village,Entire home/apt,4,1.0,0.0,325.0,1,0,0,,,
13934,2087663,Astoria,Entire home/apt,2,1.0,1.0,130.0,5,0,0,,,
13935,13308110,Bushwick,Entire home/apt,4,1.0,1.0,149.0,1,32,38,89.0,9.0,9.0
13936,13305621,Bedford-Stuyvesant,Entire home/apt,4,1.0,1.0,120.0,14,0,1,,,
13937,13282284,Cobble Hill,Private room,1,1.0,3.0,65.0,2,0,17,97.0,10.0,10.0
13938,13250484,Hell's Kitchen,Entire home/apt,16,1.0,0.0,,1,362,4,100.0,10.0,9.0
13939,13168252,Upper East Side,Entire home/apt,2,1.0,0.0,210.0,30,352,0,,,
13940,23449499,Bedford-Stuyvesant,Entire home/apt,6,2.5,2.0,300.0,5,0,0,,,
13941,23306531,East Harlem,Entire home/apt,2,1.0,0.0,118.0,1,0,7,83.0,9.0,9.0
13942,23109818,Prospect Heights,Entire home/apt,2,1.0,1.0,103.0,2,210,24,93.0,10.0,9.0
13943,23106106,East Harlem,Private room,2,1.0,1.0,70.0,1,0,0,,,
13944,23045022,Chelsea,Entire home/apt,6,1.0,2.0,300.0,2,134,56,96.0,10.0,9.0
13945,23041312,Hell's Kitchen,Entire home/apt,3,1.0,0.0,525.0,3,0,0,,,
13946,22529131,Lower East Side,Entire home/apt,3,1.0,1.0,180.0,30,151,2,80.0,8.0,9.0
13947,22455153,Midtown,Entire home/apt,5,1.0,2.0,220.0,30,215,2,90.0,10.0,9.0
13948,22344396,Bushwick,Private room,1,1.5,1.0,45.0,5,0,2,100.0,10.0,10.0
13949,22335475,Chelsea,Entire home/apt,3,1.0,2.0,205.0,3,0,0,,,
13950,22251732,Bedford-Stuyvesant,Private room,2,1.0,1.0,40.0,4,0,2,90.0,8.0,8.0
13951,22225158,Midtown,Entire home/apt,4,1.0,1.0,225.0,30,303,0,,,
13952,22214594,Upper West Side,Entire home/apt,2,2.0,0.0,75.0,3,0,5,80.0,9.0,8.0
13953,22209583,Bedford-Stuyvesant,Private room,2,1.0,1.0,98.0,1,7,26,93.0,9.0,9.0
13954,22150519,Elmhurst,Entire home/apt,3,1.0,1.0,83.0,3,34,64,93.0,10.0,9.0
13955,22147647,Murray Hill,Entire home/apt,4,1.0,2.0,200.0,30,245,0,,,
13956,22134428,Upper West Side,Shared room,1,1.0,1.0,53.0,3,0,7,93.0,10.0,9.0
13957,22106002,Chelsea,Private room,1,1.0,1.0,99.0,5,62,2,,,
13958,22034112,East Harlem,Entire home/apt,2,1.0,0.0,200.0,4,0,6,100.0,10.0,10.0
13959,22033927,Bedford-Stuyvesant,Entire home/apt,10,2.0,3.0,325.0,2,43,14,88.0,10.0,9.0
13960,21934873,Murray Hill,Entire home/apt,2,1.0,0.0,150.0,30,361,1,100.0,10.0,10.0
13961,21893129,Murray Hill,Entire home/apt,2,1.0,0.0,150.0,30,335,2,100.0,8.0,9.0
13962,21865416,Midtown,Private room,4,1.0,0.0,450.0,2,229,0,,,
13963,21762776,East Flatbush,Entire home/apt,4,1.0,2.0,100.0,3,0,41,96.0,10.0,10.0
13964,21684033,Cypress Hills,Entire home/apt,4,1.0,0.0,75.0,4,0,10,98.0,10.0,10.0
13965,21669322,East Village,Entire home/apt,3,1.0,0.0,180.0,4,5,6,97.0,9.0,10.0
13966,13564490,Inwood,Entire home/apt,6,1.0,2.0,100.0,4,52,39,94.0,10.0,9.0
13967,13487852,East Harlem,Private room,2,2.5,1.0,69.0,3,0,0,,,
13968,13436132,East Village,Entire home/apt,2,1.0,1.0,142.0,1,30,138,92.0,10.0,9.0
13969,13210016,Civic Center,Private room,1,1.0,1.0,100.0,2,0,0,,,
13970,13188622,Murray Hill,Entire home/apt,2,1.0,0.0,179.0,30,181,0,,,
13971,13171703,Murray Hill,Entire home/apt,2,1.0,0.0,199.0,30,331,1,100.0,10.0,10.0
13972,13125150,West Village,Entire home/apt,2,1.0,0.0,215.0,30,365,0,,,
13973,13108190,Chelsea,Entire home/apt,5,2.0,2.0,395.0,30,363,0,,,
13974,12903772,Upper West Side,Entire home/apt,2,1.0,0.0,200.0,2,0,6,97.0,10.0,9.0
13975,12888052,Hell's Kitchen,Entire home/apt,3,1.0,1.0,256.0,30,321,3,100.0,10.0,8.0
13976,12854724,Chelsea,Entire home/apt,2,1.0,,75.0,1,315,117,96.0,10.0,9.0
13977,12824752,Astoria,Entire home/apt,1,1.0,0.0,145.0,4,342,30,99.0,10.0,10.0
13978,12713289,Sunset Park,Private room,2,1.0,1.0,80.0,3,0,4,100.0,10.0,10.0
13979,12686241,Bedford-Stuyvesant,Private room,2,1.0,1.0,45.0,4,85,39,93.0,9.0,9.0
13980,12539250,Hell's Kitchen,Private room,2,1.0,1.0,350.0,1,0,0,,,
13981,12406683,Sunset Park,Entire home/apt,2,1.0,0.0,100.0,2,0,3,100.0,10.0,10.0
13982,12282434,Lower East Side,Entire home/apt,2,1.0,1.0,175.0,30,0,12,98.0,10.0,9.0
13983,12133132,Lower East Side,Private room,1,1.0,1.0,60.0,3,0,8,88.0,9.0,9.0
13984,11991997,Upper East Side,Entire home/apt,2,1.0,0.0,110.0,30,14,8,80.0,9.0,9.0
13985,11982174,Upper East Side,Private room,2,1.0,1.0,69.0,1,0,4,80.0,9.0,9.0
13986,11971334,Elmhurst,Private room,2,3.0,1.0,34.0,1,165,76,94.0,10.0,10.0
13987,11678327,Bedford-Stuyvesant,Private room,1,1.0,1.0,38.0,1,0,0,,,
13988,11651283,Upper East Side,Entire home/apt,4,1.0,2.0,133.0,30,334,9,80.0,8.0,8.0
13989,11470210,Bedford-Stuyvesant,Private room,2,1.0,1.0,50.0,1,129,207,93.0,10.0,9.0
13990,11437634,Astoria,Entire home/apt,2,1.0,1.0,90.0,2,269,90,99.0,10.0,10.0
13991,11301136,Upper East Side,Entire home/apt,2,1.0,1.0,125.0,14,175,5,90.0,10.0,10.0
13992,11067934,Civic Center,Entire home/apt,2,1.0,1.0,200.0,1,0,33,85.0,9.0,9.0
13993,10811465,Bushwick,Private room,3,1.0,1.0,122.0,2,0,11,98.0,10.0,10.0
13994,10733505,Hell's Kitchen,Private room,2,1.0,1.0,200.0,1,364,1,100.0,10.0,
13995,10605445,Prospect Heights,Private room,3,2.0,1.0,70.0,1,306,220,96.0,10.0,10.0
13996,10072678,Bedford-Stuyvesant,Entire home/apt,5,1.0,2.0,89.0,5,77,10,89.0,9.0,9.0
13997,9692205,East Village,Private room,2,1.0,1.0,70.0,4,0,2,100.0,10.0,10.0
13998,9579542,Hell's Kitchen,Entire home/apt,4,1.0,1.0,249.0,3,13,26,92.0,10.0,9.0
13999,9496137,Midtown,Entire home/apt,2,1.0,1.0,303.0,5,0,0,,,
14000,9476397,Astoria,Private room,2,1.0,1.0,60.0,1,0,49,95.0,10.0,10.0
14001,9461851,Upper West Side,Entire home/apt,2,1.0,0.0,150.0,3,1,48,97.0,10.0,10.0
14002,9444997,Upper West Side,Private room,2,2.0,1.0,150.0,2,0,2,100.0,9.0,9.0
14003,9401508,Bedford-Stuyvesant,Private room,1,1.0,1.0,34.0,5,0,34,94.0,10.0,10.0
14004,9394266,Chelsea,Private room,2,1.0,0.0,100.0,2,15,145,92.0,10.0,9.0
14005,9391430,Nolita,Entire home/apt,2,1.0,1.0,175.0,3,0,6,100.0,10.0,10.0
14006,31178559,Woodhaven,Private room,3,1.0,1.0,79.0,3,337,6,100.0,10.0,10.0
14007,31145654,Lower East Side,Shared room,1,1.0,1.0,35.0,14,341,1,100.0,10.0,10.0
14008,31111599,SoHo,Entire home/apt,2,1.0,1.0,274.0,2,69,3,100.0,10.0,8.0
14009,31097971,Lower East Side,Private room,2,1.0,1.0,100.0,3,3,0,,,
14010,31075637,Hell's Kitchen,Entire home/apt,3,1.0,1.0,250.0,1,74,4,90.0,10.0,10.0
14011,31073696,Hell's Kitchen,Private room,2,1.0,1.0,65.0,1,178,1,100.0,10.0,6.0
14012,30937740,Murray Hill,Entire home/apt,2,1.0,0.0,277.0,2,176,1,100.0,10.0,10.0
14013,30911300,Upper East Side,Entire home/apt,2,1.0,0.0,160.0,2,8,1,100.0,10.0,10.0
14014,21944362,Bushwick,Private room,2,1.0,1.0,50.0,4,0,0,,,
14015,21926844,Roosevelt Island,Private room,1,1.0,1.0,40.0,7,0,1,80.0,8.0,10.0
14016,21926774,Hell's Kitchen,Entire home/apt,6,1.0,2.0,269.0,4,348,16,93.0,9.0,9.0
14017,21897583,Greenwich Village,Entire home/apt,4,1.0,2.0,159.0,1,208,152,94.0,10.0,9.0
14018,21824864,Upper East Side,Private room,1,1.0,1.0,90.0,3,0,1,100.0,10.0,10.0
14019,21800445,East Village,Entire home/apt,4,1.5,2.0,299.0,1,4,18,97.0,10.0,9.0
14020,21785426,Bedford-Stuyvesant,Entire home/apt,2,1.0,1.0,125.0,2,0,2,90.0,8.0,8.0
14021,16011648,Greenwich Village,Entire home/apt,2,1.0,0.0,110.0,90,90,0,,,
14022,9390084,SoHo,Entire home/apt,4,1.0,1.0,175.0,4,0,0,,,
14023,9330771,East Village,Entire home/apt,1,1.0,0.0,99.0,30,0,0,,,
14024,33832840,Bushwick,Private room,1,1.0,1.0,50.0,1,296,5,100.0,10.0,10.0
14025,33831461,East Village,Private room,2,1.0,1.0,120.0,2,165,0,,,
14026,33772510,Bushwick,Private room,1,1.0,1.0,79.0,1,74,4,90.0,10.0,10.0
14027,33716700,Upper East Side,Entire home/apt,2,1.0,0.0,130.0,3,9,1,,,
14028,33547468,Port Morris,Private room,2,1.0,1.0,150.0,1,363,0,,,
14029,33513897,Upper West Side,Entire home/apt,8,4.5,4.0,,31,103,0,,,
14030,33279216,Hell's Kitchen,Private room,2,1.0,1.0,287.0,1,297,0,,,
14031,33107400,Bushwick,Shared room,3,2.0,1.0,35.0,30,322,0,,,
14032,32942981,Gravesend,Shared room,1,1.0,1.0,25.0,10,338,0,,,
14033,32864955,Upper West Side,Entire home/apt,4,1.0,2.0,325.0,7,165,2,80.0,10.0,9.0
14034,32857918,Hell's Kitchen,Private room,2,1.0,1.0,95.0,1,3,7,97.0,10.0,10.0
14035,25453535,Murray Hill,Entire home/apt,2,1.0,1.0,164.0,29,333,1,100.0,10.0,10.0
14036,17692964,Tribeca,Entire home/apt,5,1.0,2.0,251.0,1,0,12,84.0,9.0,9.0
14037,9212510,Chelsea,Entire home/apt,4,2.0,2.0,450.0,2,0,9,100.0,10.0,10.0
14038,9093358,Upper East Side,Entire home/apt,4,1.0,2.0,250.0,2,0,3,100.0,9.0,10.0
14039,9092331,Inwood,Private room,1,1.0,1.0,45.0,5,0,0,,,
14040,9014320,East Village,Private room,2,1.0,1.0,100.0,1,0,5,84.0,9.0,8.0
14041,8843995,Bedford-Stuyvesant,Entire home/apt,2,1.0,1.0,100.0,3,96,140,96.0,10.0,10.0
14042,8843403,Bedford-Stuyvesant,Private room,2,2.0,1.0,50.0,3,0,4,95.0,10.0,10.0
14043,8241894,Long Island City,Private room,2,1.0,1.0,80.0,3,0,1,40.0,6.0,4.0
14044,8083931,Bushwick,Private room,2,1.0,1.0,65.0,1,0,1,60.0,10.0,8.0
14045,8052159,East Village,Entire home/apt,3,1.0,0.0,110.0,4,0,6,92.0,9.0,8.0
14046,7936161,East Village,Private room,2,1.5,1.0,71.0,7,0,42,95.0,10.0,9.0
14047,7867890,Upper West Side,Entire home/apt,2,1.0,1.0,140.0,4,24,11,96.0,10.0,10.0
14048,7798930,Upper West Side,Entire home/apt,4,1.0,2.0,200.0,1,0,0,,,
14049,7733651,Boerum Hill,Entire home/apt,4,1.0,2.0,180.0,2,0,17,100.0,10.0,10.0
14050,7529231,Bedford-Stuyvesant,Private room,1,1.0,1.0,40.0,1,0,2,80.0,8.0,7.0
14051,7499452,Bushwick,Private room,2,1.0,1.0,60.0,5,0,0,,,
14052,7399449,Murray Hill,Entire home/apt,2,1.0,1.0,230.0,2,0,0,,,
14053,7309459,Cobble Hill,Entire home/apt,4,2.0,3.0,198.0,3,0,1,60.0,8.0,8.0
14054,7292891,Chelsea,Entire home/apt,4,1.0,2.0,170.0,2,0,12,87.0,9.0,9.0
14055,7263899,Bedford-Stuyvesant,Private room,2,2.0,1.0,38.0,1,0,2,100.0,10.0,10.0
14056,7257303,Midtown,Entire home/apt,3,1.0,1.0,225.0,3,0,8,100.0,10.0,10.0
14057,7255061,Mill Basin,Private room,4,2.5,4.0,400.0,3,246,28,95.0,10.0,9.0
14058,7224028,Bushwick,Private room,2,1.0,1.0,36.0,2,0,3,100.0,10.0,10.0
14059,7153138,Bedford-Stuyvesant,Entire home/apt,2,1.0,1.0,120.0,2,120,72,95.0,9.0,9.0
14060,6934770,Astoria,Private room,2,1.0,1.0,55.0,1,0,0,,,
14061,6887755,Gravesend,Entire home/apt,4,1.0,2.0,109.0,2,59,212,94.0,10.0,9.0
14062,6799118,Red Hook,Entire home/apt,2,1.0,2.0,80.0,1,0,0,,,
14063,6733512,Bedford-Stuyvesant,Private room,1,1.0,1.0,55.0,10,248,13,95.0,10.0,9.0
14064,6693562,Inwood,Private room,2,1.0,1.0,57.0,2,52,58,93.0,10.0,9.0
14065,6660373,East Harlem,Private room,1,1.0,1.0,40.0,1,233,55,94.0,10.0,10.0
14066,6611652,Bushwick,Entire home/apt,10,3.0,5.0,375.0,3,218,41,89.0,9.0,9.0
14067,6423589,Bushwick,Private room,2,1.0,1.0,150.0,30,0,10,98.0,9.0,9.0
14068,6031904,West Village,Private room,2,1.0,1.0,80.0,3,61,123,96.0,10.0,9.0
14069,5895082,Flushing,Private room,2,1.0,1.0,55.0,2,365,55,96.0,10.0,9.0
14070,3887138,Prospect Heights,Entire home/apt,4,1.5,3.0,200.0,7,0,2,100.0,10.0,10.0
14071,3804690,Battery Park City,Entire home/apt,2,1.0,0.0,130.0,60,26,4,80.0,8.0,8.0
14072,3637029,Bushwick,Private room,1,1.0,1.0,65.0,4,0,18,96.0,10.0,10.0
14073,3627589,Bedford-Stuyvesant,Private room,1,3.0,1.0,34.0,6,49,77,94.0,10.0,10.0
14074,3608353,Flatbush,Private room,2,1.0,1.0,91.0,3,88,28,97.0,10.0,9.0
14075,3540370,East Village,Private room,2,1.0,1.0,130.0,2,3,185,94.0,10.0,9.0
