"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-07-31,70479,"29439","SC","Charleston-North Charleston","Charleston County","Folly Beach",12711,732200,-0.00529819318027442,-0.0155955902124227,0.0723491505565319,0.0855562302811006,0.0204185185540835,"2007-03","2007-Q1",750800,-0.0247735748534896,"2006-09"
2019-07-31,76715,"43517","OH",,"Williams County","Edgerton",12712,101800,0.00394477317554241,0.0119284294234592,0.069327731092437,0.0483308006699958,0.0260707432106453,"2019-07","2019-Q3",101800,0,"2019-07"
2019-07-31,64012,"15312","PA","Pittsburgh","Washington County","Independence",12713,119200,0.0188034188034188,0.0347222222222222,-0.0402576489533011,0.0100262015723516,0.0295320123160703,"2017-12","2017-Q4",128100,-0.0694769711163154,"2017-03"
2019-07-31,82483,"55917","MN","Owatonna","Steele County","Blooming Prairie",12714,149300,0.010832769126608,0.0360860513532269,0.11003717472119,0.0631937698897544,0.0270731069555077,"2019-07","2019-Q3",149300,0,"2019-07"
2019-07-31,85047,"61547","IL","Peoria","Peoria County","Mapleton",12715,167300,0.00179640718562874,0.00722456351595424,-0.0461801596351197,-0.00587239678423013,0.000780386306690861,"2018-06","2018-Q2",175900,-0.0488914155770324,"2016-09"
2019-07-31,79206,"48436","MI","Flint","Genesee County","Gaines",12716,178000,0.00394811054709532,0.0188895248998283,0.00621820237422272,0.0783031345463077,0.0464877667523727,"2019-07","2019-Q3",178000,0,"2019-07"
2019-07-31,65328,"18051","PA","Allentown-Bethlehem-Easton","Lehigh County","Weisenberg",12717,322200,-0.000930232558139535,0.0144836272040302,0.0410339256865913,0.0376014368885305,0.014645754204818,"2019-06","2019-Q2",322500,-0.000930232558139535,"2019-06"
2019-07-31,66796,"21140","MD","Baltimore-Columbia-Towson","Anne Arundel County","Riva",12718,465400,-0.00064419153961778,-0.0183505589538072,0.0393032603841,0.0317318563424309,0.0176757220656751,"2006-09","2006-Q3",496800,-0.0632045088566828,"2005-06"
2019-07-31,91512,"76640","TX","Waco","McLennan County","Ross",12719,146800,0.00893470790378007,0.0316233309908644,0.171588188347965,0.113131770465656,0.0585527461988633,"2019-07","2019-Q3",146800,0,"2019-07"
2019-07-31,79819,"49622","MI",,"Antrim County","Central Lake",12720,145300,0.0146648044692737,0.0468299711815562,0.0275813295615276,0.0691692384939684,0.032820828147426,"2003-07","2003-Q3",151200,-0.039021164021164,
2019-07-31,87350,"66861","KS",,"Marion County","Marion",12721,77800,0.0077720207253886,-0.0101781170483461,-0.0603864734299517,0.0170322182876941,-0.0050010342212593,"2008-02","2008-Q1",86000,-0.0953488372093023,"2006-04"
2019-07-31,62589,"12466","NY","Kingston","Ulster County","Port Ewen",12722,211400,0.000473260766682442,0.0282101167315175,0.114391143911439,0.0220057282662975,0.00386520971230953,"2006-03","2006-Q1",258000,-0.18062015503876,"2004-11"
2019-07-31,78641,"47520","IN",,"Perry County","Cannelton",12723,87800,-0.00340522133938706,-0.00113765642775882,0.119897959183673,0.0682995152579979,0.0260357052766655,"2019-05","2019-Q2",88400,-0.00678733031674208,"2019-04"
2019-07-31,82003,"54960","WI",,"Marquette County","Neshkoro",12724,148400,-0.00134589502018843,-0.00469483568075117,0.0824215900802334,0.0430518234806669,0.0216395762929744,"2019-03","2019-Q1",149300,-0.00602813127930342,"2018-12"
2019-07-31,74312,"37338","TN","Dayton","Rhea County","Graysville",12725,98200,0.00717948717948718,0.0424628450106157,0.140534262485482,0.0728195722688161,0.0450557062588917,"2019-07","2019-Q3",98200,0,"2019-07"
2019-07-31,89792,"72858","AR","Russellville","Pope County","Pottsville",12726,130500,0.00153491941673062,-0.000765696784073507,0.0473515248796148,0.0426604740959999,0.0183525650236807,"2019-04","2019-Q2",130600,-0.000765696784073507,"2019-03"
2019-07-31,63863,"15052","PA","Pittsburgh","Beaver County","Industry",12727,131300,0.00844854070660522,0.0217898832684825,0.0354889589905363,0.0431488708934067,0.0248715282451168,"2019-07","2019-Q3",131300,0,"2019-07"
2019-07-31,63407,"14081","NY","Jamestown-Dunkirk-Fredonia","Chautauqua County","Hanover",12728,121400,0.0210260723296888,0.0402742073693231,0.108675799086758,0.0197325295518118,0.0290166095344235,"2016-07","2016-Q3",136300,-0.10931768158474,"2015-11"
2019-07-31,64557,"16346","PA","Oil City","Venango County","Cranberry",12729,103900,-0.00192122958693564,0.00192864030858245,0.0569684638860631,0.0328390665455236,0.0294836481566425,"2019-01","2019-Q1",104400,-0.00478927203065134,"2018-12"
2019-07-31,76720,"43522","OH","Toledo","Wood County","Grand Rapids",12730,154800,0.0130890052356021,0.0144167758846658,0.0375335120643432,0.0538331089832567,0.02613376342979,"2019-07","2019-Q3",154800,0,"2019-07"
2019-07-31,77081,"44234","OH","Akron","Portage County","Hiram",12731,201000,0.005,0.00349475786320519,0.0737179487179487,0.0473385134583977,0.0261301779466854,"2019-03","2019-Q1",201700,-0.00347050074367873,"2019-02"
2019-07-31,99081,"97111","OR","Portland-Vancouver-Hillsboro","Yamhill County","Carlton",12732,337300,-0.00383933845245127,-0.0111404280269716,0.041692402717727,0.115254324392712,0.0545021446284539,"2019-03","2019-Q1",342200,-0.0143191116306254,"2018-12"
2019-07-31,74121,"37035","TN","Nashville-Davidson--Murfreesboro--Franklin","Cheatham County","Chapmansboro",12733,196800,0.00613496932515337,0.0165289256198347,0.103139013452915,0.0849684002127886,0.0444449794176636,"2019-07","2019-Q3",196800,0,"2019-07"
2019-07-31,79842,"49648","MI",,"Antrim County","Kewadin",12734,406800,0.00370096225018505,0.0422751729438893,0.0816272268013826,0.0344055464954847,0.0200665598089831,"2003-07","2003-Q3",440300,-0.0760844878491937,
2019-07-31,81537,"54013","WI","Minneapolis-St. Paul-Bloomington","Saint Croix County","Glenwood City",12735,181000,0.031927023945268,0.0566258026853473,0.172279792746114,0.0661459019969661,0.0244917127705044,"2019-07","2019-Q3",181000,0,"2019-07"
2019-07-31,81539,"54015","WI","Minneapolis-St. Paul-Bloomington","Saint Croix County","Hammond",12736,228400,0.00395604395604396,0.00972590627763042,0.0400728597449909,0.0697977965138197,0.0305172103586691,"2018-11","2018-Q4",230100,-0.00738809213385485,"2018-11"
